task_group,task_id,experiment,method_id,method_label,trial_row_index,trial_index,participant,choice_index,ground_truth_choice,trial_nll,has_history,num_history_choices,dataset_label_in_json,source_type,source_file,source_prompt_file,prompt_participant,mapped_choice_index,mapped_choice
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,19,19,5,19,50,1.703125,True,19,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,20,20,5,20,50,1.5078125,True,20,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,21,21,5,21,70,2.78125,True,21,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,22,22,5,22,30,2.234375,True,22,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,23,23,5,23,50,1.6484375,True,23,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,24,24,5,24,60,1.7890625,True,24,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,25,25,5,25,30,2.109375,True,25,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,26,26,5,26,40,1.4375,True,26,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,27,27,5,27,30,2.0,True,27,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,28,28,5,28,70,2.484375,True,28,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,29,29,5,29,70,2.46875,True,29,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,30,30,5,30,50,1.703125,True,30,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,31,31,5,31,30,2.09375,True,31,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,32,32,5,32,30,2.0625,True,32,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,33,33,5,33,50,1.5625,True,33,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,34,34,5,34,50,1.4921875,True,34,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,35,35,5,35,80,3.453125,True,35,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,36,36,5,36,70,1.75,True,36,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,37,37,5,37,40,2.0625,True,37,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,38,38,5,38,50,1.4375,True,38,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,39,39,5,39,30,1.6640625,True,39,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,40,40,5,40,60,1.96875,True,40,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,41,41,5,41,30,2.015625,True,41,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,42,42,5,42,20,2.328125,True,42,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,43,43,5,43,70,2.0625,True,43,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,44,44,5,44,60,1.9921875,True,44,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,45,45,5,45,70,2.15625,True,45,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,46,46,5,46,40,1.7578125,True,46,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,47,47,5,47,70,2.578125,True,47,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,48,48,5,48,50,1.3828125,True,48,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,49,49,5,49,60,1.7109375,True,49,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,50,50,5,50,20,3.296875,True,50,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,51,51,5,51,50,1.7578125,True,51,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,52,52,5,52,40,1.6171875,True,52,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,53,53,5,53,60,1.7734375,True,53,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,54,54,5,54,30,1.5,True,54,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,55,55,5,55,40,1.8359375,True,55,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,56,56,5,56,50,1.34375,True,56,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,57,57,5,57,30,1.640625,True,57,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,58,58,5,58,40,1.7265625,True,58,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,59,59,5,59,60,1.6015625,True,59,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,60,60,5,60,50,1.3046875,True,60,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,61,61,5,61,70,1.7890625,True,61,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,62,62,5,62,30,1.6953125,True,62,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,63,63,5,63,40,1.375,True,63,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,64,64,5,64,80,3.515625,True,64,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,65,65,5,65,20,2.78125,True,65,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,66,66,5,66,70,1.90625,True,66,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,67,67,5,67,70,2.484375,True,67,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,68,68,5,68,50,1.28125,True,68,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,69,69,5,69,20,3.109375,True,69,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,70,70,5,70,20,2.90625,True,70,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,71,71,5,71,50,1.7578125,True,71,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,72,72,5,72,30,1.6484375,True,72,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,73,73,5,73,60,1.7265625,True,73,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,74,74,5,74,30,1.7890625,True,74,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,75,75,5,75,80,3.203125,True,75,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,76,76,5,76,70,1.5,True,76,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,77,77,5,77,50,1.359375,True,77,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,78,78,5,78,50,1.6953125,True,78,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,79,79,5,79,60,1.8515625,True,79,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,80,80,5,80,40,1.671875,True,80,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,81,81,5,81,40,2.03125,True,81,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,82,82,5,82,20,2.921875,True,82,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,83,83,5,83,80,2.734375,True,83,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,84,84,5,84,80,2.640625,True,84,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,85,85,5,85,40,2.203125,True,85,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,86,86,5,86,30,1.7734375,True,86,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,87,87,5,87,70,1.9609375,True,87,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,88,88,5,88,50,1.4140625,True,88,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,89,89,5,89,70,2.25,True,89,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,90,90,5,90,50,1.421875,True,90,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,91,91,5,91,60,1.5546875,True,91,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,92,92,5,92,40,1.5546875,True,92,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,93,93,5,93,30,1.359375,True,93,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,94,94,5,94,70,1.90625,True,94,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,95,95,5,95,50,1.3046875,True,95,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,96,96,5,96,70,2.09375,True,96,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,97,97,5,97,40,1.59375,True,97,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,98,98,5,98,30,1.421875,True,98,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,99,99,5,99,70,2.015625,True,99,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,100,100,5,100,40,2.078125,True,100,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,101,101,5,101,50,1.3828125,True,101,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,102,102,5,102,50,1.7890625,True,102,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,103,103,5,103,50,1.8515625,True,103,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,104,104,5,104,30,1.7890625,True,104,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,105,105,5,105,60,1.609375,True,105,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,106,106,5,106,80,3.09375,True,106,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,107,107,5,107,80,2.5625,True,107,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,108,108,5,108,50,1.6875,True,108,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,109,109,5,109,40,1.6640625,True,109,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,110,110,5,110,60,1.734375,True,110,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,111,111,5,111,60,2.34375,True,111,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,112,112,5,112,20,3.1875,True,112,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,113,113,5,113,60,2.328125,True,113,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,114,114,5,114,30,1.6484375,True,114,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,115,115,5,115,50,1.5703125,True,115,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,116,116,5,116,80,3.03125,True,116,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,117,117,5,117,30,2.328125,True,117,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
Multi-cue_judgement,collsioo2023MCPL_all,all,context_free_centaur,Context-free Centaur,118,118,5,118,60,1.921875,True,118,"Our Result
(context_free, sum)",json,context_free_eval/collsioo2023MCPL_all_results_contextfree_sum.json,,,,
